Common_Name,Family,Location,Dimensions,Description,Scientific_Name
curry_milkcap,Russulaceae,"North America, Europe","Cap 2.5-5 cm diameter, stem 3-5 cm tall * 0.4-0.7 cm thick","Lactarius camphoratus, also known as Curry Milkcap, is a small agaric with a dark red-brown cap, pale gills, and it exudes white milk that tastes like curry. It grows among conifers and deciduous trees, preferring acidic and well-drained soil.

Cap dark red-brown, becoming darker towards the centre. It is convex in shape, typically developing a central depression with a slight umbo, and has a furrowed margin. Gills pinkish cream to ochre, turning red-brown as they age, slightly decurrent, crowded, and release abundant mild-tasting latex. Stem pallid and similarly coloured as the cap, more or less equal, and finely downy and becoming hollow. The stem has no ring. Spore print white to cream-coloured. 

Microscopic Features: The spores measure 7-8.5 x 6-7.5 碌 and have a subglobose to broadly ellipsoid shape. They have ornamentation that consists of isolated warts and scattered ridges, which do not form consistent reticula and are 0.5-1.0 碌 high.

Lactarius camphoratus on the First Nature Web site.

Lactarius camphoratus on the MushroomExpert.Com Web site.",lactarius_camphoratus
saffron_milkcap,Russulaceae,Europe and North America,"Cap 3-10 cm diameter, stem 3-6 cm tall * 1.5 - 2 cm diameter","Lactarius deliciosus, also known as Saffron Milkcap, is an attractive, fairly large, buff agaric with distinctive salmon-pink blotches, and pale carrot-coloured gills. The mushroom exudes carroty milk, which is a significant characteristic of this mushroom. It grows solitary or in scattered groups on soil under conifers, favouring pine trees.

Cap first round and bumpy, then convex and as mature flat with a depressed centre. The margin stays rolled in until maturity. It has concentrically zoned thin rings in orange and a somewhat wider zone in salmon go grey pink. Often with carrot-coloured patches. Sticky and slippery when wet. Gills at first apricot or saffron, becoming carrot, dull green on bruising, dense and sub-decurrent before abruptly ending. Stem similarly coloured as the cap, thick and hard but also fragile, more or less equal, and patterned with different-sized shallow holes in a darker shade. Spore print pale pinkish buff.

Microscopic Features: The spores are ellipsoidal, measuring 7-9 x 6-7 碌m, and they have a well-defined and almost complete network of ridges.

Lactarius deliciosus on the First Nature Web site.

Lactarius ""deliciosus"" group on the MushroomExpert.Com Web site.",lactarius_deliciosus
orange_milkcap,Russulaceae,Europe,"Cap 3-10 cm diameter, stem 3-6 cm tall * 1.5 - 2 cm diameter","Lactarius deterrimus, commonly known as Orange Milkcap, is a medium to large agaric with a smooth stem and pale carrot-coloured gills. It exudes orange milk that stains green. While it bears similarities to Lactarius deliciosus, there are several notable distinctions. Lactarius deterrimus prefers spruce trees instead of pines, its stem lacks pot-holes, and its cap typically exhibits fewer zoning patterns and is more prone to green staining. It can be found growing individually or in scattered groups throughout the soil under conifers, particularly spruce trees.

Cap first round with a slightly depressed centre and rolled-in margin. Then shallow to funnel-shaped. The colour is yellowish orange zoned with darker areas and nearly always with irregular green patches. It is sticky or slippery when wet. Gills dense and slightly extending downward. Same colour as the cap. Stem similar in colour as the cap, smooth, tough, but at the same time delicate and fragile. The stem has no ring. Flesh dirty gray colored. It turns orange at the edges because of the carrot-coloured milky liquid that escapes when broken. Spore print pale pinkish buff.

Microscopic Features: The spores measure 7-10 x 6.5-7.5 碌m and have an ellipsoid shape. They are ornamented with amyloid warts and ridges that extend up to about 0.5 碌m in height. Fairly frequent connectors form partially reticulate patterns.

Lactarius deterrimus on the First Nature Web site.

Lactarius deterrimus on the MushroomExpert.Com Web site.
",lactarius_deterrimus
poison_lactarius,Russulaceae,"Europe, North America",Cap 4-10 cm diameter; stem 3-6 cm tall * 1-2.3 cm diameter,"Lactarius helvus, also known as the Poison Lactarius, is a medium-sized to large agaric with a spicy smell reminiscent of curry. It features a beige or light grey cap, buff gills, and exudes colourless, transparent milk. It typically grows solitarily or in scattered groups on the soil under conifers (rarely birch) in wet and boggy areas.

Cap velvety, initially slightly convex, becoming funnel-shaped as it matures and has a faint zonate (bull's-eye) pattern, beige or light grey at the margins and darkening toward the centre. It has an inrolled margin when young. Gills attached to the stem or beginning to run down it, first cream-coloured, then darkening to ochre-yellow. The flesh is white or beige, often pink-tinged. Stem similarly coloured like the cap or more reddish-brown and it is approximately equal in thickness. The stem does not have a ring. Spore print creamy white to pale orangish yellow.

Microscopic Features: The spores are broadly ellipsoid, measuring 6-9 x 5-7.5 碌, and feature an ornamentation of amyloid spines and ridges, reaching heights of up to 1 碌. These spines and ridges form nearly complete reticula.


Lactarius helvus on the MushroomExpert.Com Web site.
",lactarius_helvus
indigo_milkcap,Russulaceae,"North America, Mexico, and Guatemala","Cap 5-15 cm diameter, stem 2-8 cm tall * 1-2.5 cm diameter","Lactarius indigo, also known as the Indigo Milkcap, is a medium to large mushroom with an indigo-blue colour. The cap surface is sticky and exhibits a silvery sheen. When the cap is injured, it releases indigo-blue milk that turns dark green upon exposure. This mushroom typically grows either solitarily or in groups on forest soil during the summer and fall.

Cap firm, convex with a depressed disc and inrolled margin at first, becoming shallowly funnel-shaped. The surface is smooth, pale to light- or purplish-blue when fresh, later greyish or silvery. Gills attached to the stem or beginning to run down it and crowded close together. Their colour is an indigo blue, becoming paler with age or staining green with damage. Stem cylindric or tapering to base, and hard. The surface is sticky and sometimes spotted. Flesh whitish, turning indigo blue when cut; staining slowly greenish. Spore print pale yellowish.

Microscopic Features: The spores are broadly ellipsoid to subglobose, measuring 7-10 x 5.5-7.5 碌. They have an ornamentation of amyloid warts and connecting lines, reaching a height of approximately 0.5 碌. Occasionally, these warts and lines form partial reticula.


Lactarius indigo on the MushroomExpert.Com web site.",lactarius_indigo
velvet_milkcap,Russulaceae,"North America, Europe","Cap 2-10 cm diameter, stem 4-12 cm tall * 0.8 - 1.5 cm thick","Lactarius lignyotus, also known as Velvet Milkcap, is a dark brown, velvety Lactarius that grows under conifers and features fairly well-spaced gills, a long stem that is nearly as dark as the cap. It exudes white milk that usually stains the flesh and the gills pinkish. The mushroom is primarily found in various types of woodland habitats, often associated with coniferous trees, especially pine and spruce trees. 

Cap mid-to dark brown with a velvety surface. At first convex with an inrolled margin, becoming flat or shallowly depressed, often with a central depression. The flesh is white. Gills slightly decurrent, either close or somewhat distant. They are initially white or whitish and remain pale, but as the milk dries and the spores mature, they may turn pinkish or orangish in old age. Stem dry and has a texture and colour similar to the cap, except for a whitish base. It is more or less equal in width and does not have a ring. Spore print creamy white to orangish yellow.

Microscopic Features: The spores measure 8-10 碌 and have a globose or broadly elliptical shape. They are ornamented with 1-2 碌 high amyloid spines and ridges that form partial reticulations.

Lactarius lignyotus on the MushroomExpert.Com Web site.
",lactarius_lignyotus
dark_coconut_milkcap,Russulaceae,Europe,Cap 4-12 cm diameter; stem 3-7 cm tall x 0.5-2 cm diameter,"Lactarius mammosus is a largish agaric that has a grey cap and pale gills and stem and exudes white milk. It grows solitary or in scattered groups on boggy soil under coniferous trees, mainly pine.

Cap convex, later flattening or with a depression, sometimes with a flat to pointed umbo, margin at first somewhat inrolled; brownish, vinaceous-grey to umber or hazel, sometimes with one or more concentric bands; moderately thick, firm, surface dry, of feathery, adpressed fibres breaking into small, low, fibrous scales. Gills adnate to slightly decurrent, crowded; rosy buff, later darker with an orange tinge. The milk is white and tastes mild, then hot or very hot, with the smell of coconut. Flesh whitish to buff. Stem whitish or tinged with the cap colour, bruising pale cinnamon-brown and has no ring. Spore print cream coloured.

Microscopic Features: The spores measure approximately 6.5-9 碌m in length and 5-6.5 碌m in width, appearing oval-rounded in shape.
",lactarius_mammosus
rufous_milkcap,Russulaceae,"Europe, North America","Cap 3-10 cm diameter, stem 4-8 cm tall * 0.5-2 cm thick","Lactarius rufus, also known as Rufous Milkcap, is a small to medium-sized agaric that has a dull reddish-brown cap, creamy white gills and exudes milk that remains white. The flesh tastes very hot after about 30 seconds. The habitat of Lactarius rufus can vary, but it is commonly found in deciduous and coniferous forests. The mushroom prefers moist and acidic soil conditions. It tends to fruit from summer to autumn, depending on the specific location and climate.

Cap dry and velvety with a powdery matte texture and never sticky. It is reddish or bay-brown coloured, at first convex with an inrolled margin, later flattened or slightly depressed typically with a small central umbo. Gills first creamy white, later more similarly coloured as the cap, sub-decurrent, which means they travel partially down the stem and are fairly crowded. Stem is similarly coloured as the cap or more pallid, smooth and tapers off and darkens toward the base. The stem has no ring. Spore print pale cream with a slight salmon pink tinge.

Microscopic Features: The spores are approximately elliptical in shape, measuring 6.5-9 x 5.5-6.5渭m. They have a transparent appearance and are adorned with a well-defined and nearly uninterrupted pattern of ridges.

Lactarius rufus on the www.first-nature.com web site.
",lactarius_rufus
birch_milkcap,Russulaceae,"Europe, North America","Cap 2-4 cm diameter, stem 3-5 cm tall * 0.4-1 cm thick","Lactarius tabidus, also known as the Birch Milkcap, is a small agaric with an orange-brown cap and cinnamon gills that exude white milk. It grows solitarily or in scattered groups on damp, humus-rich soil in mossy areas beneath broad-leaf trees, particularly favouring birch trees.

Cap convex, sometimes with a central umbo, that flattens with age. It varies between orange-brown and a dull chestnut in colour, and the surface is dry and matt. The margin often has tiny lobes and can be crimped or crisped. Gills at first ochraceous-buff, becoming pale cinnamon with a pinkish tinge, adnate or slightly decurrent, narrow and fairly crowded. Stem colour ranges from reddish-brown to brick-coloured and is either roughly equal in width or slightly tapers towards the top. The stem flesh is whitish, and there is no presence of a stem ring. Spore print pale cream with a slight salmon pink tinge.

Microscopic Features: The spores are ellipsoidal in shape, measuring about 7-9 x 6-7渭m. They have a transparent appearance and are adorned with numerous pointed warts, reaching a height of up to 1.2渭m. These warts are mostly found as isolated structures, although there are a few connecting ridges present as well.

Lactarius tabidus on the www.first-nature.com web site.
",lactarius_tabidus
woolly_milkcap,Russulaceae,"Europe, North America, North Africa and northern Asia","Cap 4-12 cm diameter, stem 4-8 cm tall * 1-2 cm thick","Lactarius torminosus, also known as Woolly Milkcap, is a largish, salmon-pink, distinctively woolly agaric that exudes milk that stays white. The mushroom is mycorrhizal with birch and often found in open, grassy sites. The shaggy margin and beautiful pink colour of this milkcap make it easily identifiable, unlike the majority of mushrooms in this genus.

Cap at first round with a slightly depressed centre and rolled-in margin. Then shallow to severely funnel-shaped. It has a shaggy surface that has zones in shades of orange and orange-brown, and the margin is distinctively shaggy. The flesh is white, thick, granular, and brittle. Gills are pallid buff or salmon, extending downward, narrow, and crowded. Stem is similarly coloured as the cap but more pallid. It is short, smooth more or less equal or tapering at both ends and has no ring. Spore print pale yellowish-cream.

Microscopic Features: The spores of Lactarius torminosus exhibit the following characteristics: they are subglobose to broadly ellipsoidal, measuring approximately 8-10 x 5.5-7渭m. They appear hyaline and are adorned with a distinct network of ridges along with a few isolated warts, reaching a height of up to 0.7渭m.

Lactarius torminosus on the www.first-nature.com web site.
",lactarius_torminosus
slimy_lead_lactarius,Russulaceae,Europe,"Cap 6-15 cm diameter, stem 6-12 cm tall * 1-2 cm thick","Lactarius trivialis, also known as the Slimy Lead Lactarius, is an agaric that has a large fleshy cap that is often spotted or faintly concentrically zoned. It has pale gills and stem, exudes white milk, and grows solitary or in scattered groups on boggy soil under coniferous trees and birches. The fungus is most commonly found in Scandinavia.

Cap smooth, greasy, later depressed in the centre, initially purplish violet with darker zones, and later changing to brownish grey or pinkish beige. The flesh is whitish, thick, and brittle. Gills pale cream, crowded and slightly decurrent. Stem may be quite long, pallid with a tint of cap colour and later often hollow. It has no ring. Spore print pale yellow or cream coloured.

Microscopic Features: The spores are hyaline, roughly spherical or elliptical in shape, smooth or with small warts, and are typically ornamented. They have a length of 8.5-10.5 碌m and a width of 7-8.5 碌m.

Similar species include Lactarius argillaceifolius, which grows in eastern North America under oaks and has gills that stain and age to a brown colour.

Lactarius trivialis on Wikipedia.
",lactarius_trivialis
ugly_milkcap,Russulaceae,Europe,"Cap 5-15 cm diameter, stem 4-8 cm tall * 1-2.5 cm thick","Lactarius turpis, also known as Ugly Milkcap, is a large, dull olive-brown agaric that is typically slimy or sticky and exudes white milk. The appearance is distinctive and the English name is very appropriate. It grows solitary or in scattered groups on soil in damp places under birch.

Cap margin at first involute with a somewhat depressed centre. The upper surface is olive-brown or yellow-green and is often sticky or slimy in the middle. When young it has velvety zones and may be shaggy at the rim. Later it becomes funnel-shaped and the colour darkens to blackish. Gills initially dirty white, stained olive-brown by old milk. They are fairly narrow, crowded and decurrent (extending downward). Damaged gills release plentiful white latex that dries to an olivaceous colour. Stem colour similar to that of the cap or lighter. It has a cylindrical shape that tapers towards the base, and there is no ring present on the stem. Spore print creamy white.

Microscopic Features: Spores are ellipsoidal, measuring 6.5-7.5 x 5.5-6渭m. They have a textured surface with warty ridges that form a distinct network.

Lactarius turpis on the www.first-nature.com web site.",lactarius_turpis
luscious_lactarius,Russulaceae,"North America, Europe","Cap 5-11 cm diameter, stem 4-12 cm tall * 1-3 cm diameter","Lactarius volemus, also known as Luscious Lactarius, is a very fleshy, matte orange agaric that has a thin, cracking skin on its cap and a thick, velvety pale orange stem. When cut, its off-white, mild-tasting flesh produces white milk. Its fruit bodies grow on the ground at the base of various species of trees from summer to autumn, either individually or in groups.

Cap at first convex with an inrolled margin, becoming flat with a central depression, shallowly vase-shaped. The surface is dry and velvety, with a powdery matte texture and it is never sticky. It has a colour ranging from matte orange to red-brown. The flesh is white and slowly turns brown when sliced. Gills creamy white, broadly attached to the stem slightly extending downward and densely packed. Turns brown when bruised. White drops often hang under the gills. Stem is similarly coloured as the cap but more pallid. Tapers off and darkens towards the base. It has no ring. Spore print white.

Microscopic Features: Spores are typically subglobose or occasionally broadly ellipsoid, measuring 6.5-9.5 x 5.5-9 碌. They have ornamentation consisting of widely spaced amyloid ridges, forming completed reticula, with a height of 0.4-0.8 碌.

Lactarius volemus on the MushroomExpert.Com Web site.",lactarius_volemus
peppery_milkcap,Russulaceae,North America and Europe,"Cap  6-16 cm diameter, stem 3-7 cm tall * 2 cm thick","Lactifluus piperatus, also known as Lactarius piperatus and Peppery Milkcap is a medium-sized agaric with a white cap that bleeds whitish peppery-tasting milk when cut or damaged. The mushroom grows scattered or grouped on soil in deciduous woods from summer and autumn and into early winter.

Cap creamy-white in colour, convex to flat or depressed on disc. Surface smooth or wrinkled in age or were damaged, becoming spotted or smudged with dingy yellow-brown. The flesh is white, thick, hard and sometimes discolouring yellowish with age. Gills decurrent, particularly crowded and narrow, white at first, then pale yellowish, often forked one or more times. The gills exude a white milk when damaged. Stem white in colour, thick and cylindrical, sometimes tapering towards the base and without a ring. Spore print white.

Microscopic Features: The spores are ellipsoidal, measuring 8-9 x 6-7碌m. They have a textured surface with a few small warts and narrow ridges, reaching a height of 0.5碌m. The ridges may form some incomplete cross-connections, resulting in a partially formed network.

Lactarius piperatus on the First Nature Web site.

Lactarius piperatus on the MushroomExpert.Com Web site.",lactifluus_piperatus
chicken_of_the_woods,Polyporaceae,Europe and North America,Cap 5 to 60 cm in diameter and 4 cm thick,"Laetiporus sulphureus, commonly known as the Sulfur Shelf or Chicken of the Woods, is a species of bracket fungus. It is characterized by its vibrant orange-to-yellow colour and shelf-like growth pattern. The undersurface of the fruit body is made up of tubelike pores rather than gills. This fungus typically grows on decaying wood, often appearing in large clusters.

Fruiting body attached directly to the trunk of a tree and is initially knob-shaped, later expands to fan-shaped, typically overlapping shelves with thick margin. The upper surface colour ranges from bright whitish-yellow to bright whitish-orange. Flesh soft and coloured as cap surface. Old fruitbodies fade to tan or whitish. The under surface is sulphur-yellow with small pores or tubes and has a white spore print. When fresh, the flesh is succulent and exudes a yellowish juice, but soon becomes dry and brittle. It has a strong, fungusy smell. Spore print white.

Microscopic Features: The spores have an ellipsoidal to broadly ovoid shape, measuring approximately 5-7 x 3.5-4.5碌m.

Laetiporus sulphureus on the First Nature Web site.

Laetiporus sulphureus on the MushroomExpert.Com Web site.",laetiporus_sulphureus
orange_oak_bolete,Boletaceae,Europe,"Cap 5-10 cm diameter, stem 8-14 cm tall * 1.5-4.5 cm thick","Leccinum aurantiacum, also known as Orange Oak Bolete, is a large or massive bolete with a bun-shaped reddish-orange fleshy cap, whitish pores, and a scaly stem. When cut the flesh turns pink and then black. It typically grows solitary or in small scattered groups on soil, specifically under aspen trees.

Cap bright orange skin, at first round like a ball, then ovate or bun-shaped. It is sticky when damp and has, just like Leccinum versipelle, a larger skin that hangs down or is tucked under the margin of the cap. Flesh creamy-white then vinaceous or sepia were cut. Thick and firm. Pores white or cream, darkening vinaceous where bruised, circular. very small. Stem dirty white, covered with woolly scales in an irregular network, at first white then rust, stoutish, more or less equal or swollen towards the base. The stem has no ring. Spore print ochraceous-buff. 

Microscopic Features: The spores are narrowly ellipsoidal to fusiform, measuring approximately 12.5-18.5 x 3.5-6碌m.

Note: Leccinum aurantiacum recorded in North America may not be the same species as its European namesake.

Leccinum aurantiacum on the www.first-nature.com web site.
",leccinum_aurantiacum
brown_birch_bolete,Boletaceae,"North America, Europe","Cap 5-15 cm diameter, stem 6-15 cm tall * 1.5-3 cm diameter","Leccinum scabrum, commonly known as Brown Birch Bolete, is a medium to large bolete mushroom. It features a fleshy cap that ranges in colour from greyish-brown to yellowish-brown. The stem is white to grey and covered with grey-black scales. This species is typically found growing in association with birch trees, often in damp ground conditions. It fruits from June to October.

Cap brown, with reddish or greyish tinges. It starts off finely downy and gradually becomes smooth, though it may develop a somewhat scurfy texture as it ages. The flesh is initially dirty white and remains unchanged in colour. In young specimens, it is thick and firm, but it quickly becomes spongy and tends to retain water, especially during rainy weather. Pores dirty white or greyish brown, circular, small. Tubes same colour as pores, adnate. Stem whitish, covered with grey-brown scales, more or less equal or tapering slightly upwards. The stem has no ring. Spore print ocher-brown.

Microscopic Features: The spores are narrowly ellipsoid to subfusiform in shape, measuring approximately 14-20 x 4.5-5.5 碌m. They have thin walls and contain vacuole inclusions.

Leccinum scabrum on the www.first-nature.com web site.
",leccinum_scabrum
orange_birch_bolete,Boletaceae,"Europe, parts of North America","Cap 8-20 cm diameter, stem 8-20 cm tall * 1.5-4 cm thick","Leccinum versipelle, also known as Orange Birch Bolete, is a large or massive bolete, that can weigh up to 1.5 kg and has a distinctive orange cap, greyish-yellow pores and a scaly stem. It grows solitary or in small scattered groups on soil specifically under birch trees and on heaths, sometimes together with Leccinum scabrum (the Brown Birch Bolete).

Cap clear orange or red-brown. Round to start with, then oval and finally convex. Grainy or smooth as dry, and sticky when damp. The orange cap skin hangs down over the margin. Pores are circular and small. They are at first whitish, then buff, darkening rust where bruised. Tubes are similarly coloured as the pores, wine-coloured where cut, and depressed. Stem tapers slightly towards the apex and has a white, pale grey, or yellowish-grey surface covered with dark brown or blackish woolly scales. When cut, the pale flesh of the stem changes from pale grey near the apex to a blue-green colour and eventually darkens to an almost black shade, particularly near the base of the stem. The stem has no ring. Spore print ochraceous brown.

Microscopic Features: The spores are fusiform in shape, with thin walls measuring 11-16 x 3.5-4.5碌m. They are inamyloid.

Leccinum versipelle on the www.first-nature.com web site.
",leccinum_versipelle
shield_dapperling,Agaricaceae,"Europe, North America",Cap 4-8 cm diameter; stem 5-10 cm tall * 0.5-0.8 cm diameter,"Lepiota clypeolaria, commonly referred to as the Shield Dapperling Mushroom, is a small to medium-sized agaric with an umbonate cap adorned with brownish scales on a white background. This mushroom typically grows in solitary or scattered fashion on soil in both coniferous and broad-leafed woodlands.

Cap starts as a bell shape, it widens into a broad, curved top with a low bump. It is white or cream-coloured, with a pale brown or ochre centre that later splits into small, fibrous, light to medium brown scales. The edge of the cap has white flakes from the partial veil. Gills white, free from the stem, close, and short-gills are frequent. Stem whitish and more or less equal. It has a silkily fibrillose surface above a white fragile pendent ring and is covered in cotton-wool like veil fragments below. The stem flesh is whitish. Spore print white.

Microscopic Features: Spores are amygdaloid-ellipsoidal or fusoid, with a smooth surface; measuring 11-16 x 5-7渭m; reacting to dextrin.

Lepiota clypeolaria on the First Nature Web site.


Lepiota clypeolaria on the MushroomExpert.Com Web site.
",lepiota_clypeolaria
flowerpot_parasol,Agaricaceae,"Europe, North America and Australia","Cap 2鈥? cm diameter, stem 4-12 cm tall * 0.3-0.6 cm diameter","Leucocoprinus birnbaumii is a small, yellow mushroom commonly known as the Flowerpot parasol or Plant pot dapperling. It is a saprobic fungus that often appears in greenhouses and flowerpots, especially with woody plants. It has a distinct yellow cap, thin stem, and gills underneath the cap.

Cap starts off oval to egg-shaped when young and later develops into a broadly conical, broadly convex, or bell-shaped form. It has a dry texture and is covered in a powdery to finely scaly surface. As it matures, the cap's margin becomes lined or grooved, almost reaching the centre. The colour ranges from bright to pale yellow, often with a darker centre. Gills light yellow to white, thin, free from the stem, crowded and covered by a partial veil when young. Stem narrowly bulbous or swollen at base, tapering to a very narrow apex, hollow. The surface is white and smooth. The ring is well developed but thin and easily detached. Spore print white.

Microscopic Features: The spores are ellipsoidal in shape, smooth, and have thick walls. They measure approximately 8-12 x 5-9渭m in size. Additionally, they exhibit dextrinoid characteristics.


Leucocoprinus birnbaumii on the First Nature Web site.


Leucocoprinus birnbaumii on the MushroomExpert.Com Web site.

The third photo is by Ryan Van Gelder and licensed under the Creative Commons Attribution 3.0 Unported license.",leucocoprinus_birnbaumii
white_domecap,Lyophyllaceae,Europe,"Cap 3-8 cm diameter, stem 3-6 cm tall * 0.8-1.5 cm diameter","Leucocybe connata, also known as Clitocybe connata or White Domecap, is a medium-sized agaric mushroom with a white cap and stem but no volva or ring. This mushroom typically grows either singly or in small clusters and is a common sight in disturbed soil beside woodland footpaths. The fruitbodies often form compact clusters with their stem bases fused together, causing the stems to be bent rather than straight.

Cap convex, expanding without fully flattening, often developing a wavy margin, and it is white, smooth, and dry. The flesh is thick and white. Gills crowded, white and adnate or slightly decurrent. Stem coloured as cap, fibrillose, usually slightly swollen at base. It has no ring. Spore print white.

Microscopic Features: Spores are ellipsoidal, smooth, measuring 5.5-7 x 3.2-4.2碌m, and contain oil drops.

Synonyms: Clitocybe connata is a synonym and previously used in some Nordic countries  (including Sweden) for the mushroom. Lyophyllum connatum is an older name.

Lyophyllum connatum on the www.first-nature.com web site.
",leucocybe_connata
pistle-shaped_puffball,Lycoperdaceae,"North America, Europe",3-10 cm diameter * 8-20 cm tall,"Lycoperdon excipuliforme, also known as Pistle-shaped Puffball, is a  pale buff or brown, pestle-shaped fungus that fruits most often singly or in very small groups in woodland habitats.

Fruiting body covered with short spines and warts, which gradually fall away to expose a smooth, ochraceous endoperidium (the membrane that surrounds the spore-producing structure). This papery covering splits irregularly from the top, unveiling a distinctive brown cup and stem. Stem slightly tapering in at the base; spongy; surface soon becoming wrinkled; initially white with pointed warts, but later turning ochre and becoming smooth and leathery. Spore mass initially white, becoming olive and then purple-brown at maturity.

Microscopic Features: Spherical spores, ranging from 3.5碌m to 5.5碌m in diameter, with wart-like texture.

Synonyms Handkea excipuliformis

Lycoperdon excipuliforme on the www.first-nature.com web site.",lycoperdon_excipuliforme
dusky_puffball,Lycoperdaceae,"North America, Europe",1-4 cm diameter * 1.5-3 cm tall,"Lycoperdon nigrescens, also known as the Dusky Puffball, is a rounded fungus, typically featuring a distinct stem and long dark spines. It bears a strong resemblance to the Common Puffball (Lycoperdon perlatum), but it is characterized by a darker skin tone and small, persistent dark warts, distinguishing it from other commonly encountered puffballs. This mushroom typically grows in troops on acidic soil found in heaths, coniferous forests, and mixed woodlands.

Fruiting body pallid brown and covered with dark brown spines. They are fused in groups at the tips, falling away to reveal a brown papery surface decorated with a faint net pattern. Through a sub-spherical opening through a pore at the apex, the fertile head tapers or pinches down into a distinct, but a very short, sterile, spongy basal region. The spore mass is at first white and firm becoming brown and powdery.  Spores are brown.

Microscopic Features: The spores are approximately 4.5-5碌m in diameter, exhibiting a spherical shape with minimal warts.

Lycoperdon nigrescens on the www.first-nature.com web site.",lycoperdon_nigrescens
common_puffball,Lycoperdaceae,"North America, Europe, South America",2.5-6 cm diameter * 2-9 cm tall,"Lycoperdon perlatum, also known as Common Puffball, is a yellowish-brown pear or top-shaped fungus, typically with a distinct stem and covered with short spines, each surrounded by smaller, grainlike scales. It grows summer to fall, solitary to densely clustered on soil or humus in forests, along roads or trails or in open areas.

Fruiting body white, becoming ochre-brown, covered with short pyramidial warts which fall off to reveal endoperidium decorated with a reticulate pattern. It develops later a  central perforation on the top through which spore powder is liberated by raindrops and wind currents. The spore mass is at first white and firm, becoming olive-brown and powdery. Spores are pale yellow to olive-brown.

Microscopic Features: The spores are approximately 3.5-4.5碌m in diameter and have spherical shapes, characterized by thick walls.

Lycoperdon perlatum on the First Nature Web site.

Lycoperdon perlatum on the MushroomExpert.Com Web site.",lycoperdon_perlatum
meadow_puffball,Lycoperdaceae,"Europe, occasionally in North America",2-4 cm diameter * 2.5 cm tall,"Lycoperdon pratense, also known as the Meadow Puffball, is a  smallish white or pallid yellowish-brown elongated ovoid-formed fungus. It grows typically in small troops on lawns and in other places with short grass, occasionally also on roadside verges.

Fruiting body An elongated ovoid form with a short sterile stem typically half the width of the fruit body. The spore mass is at first white and firm, then olive brown and powdery. Stem swollen towards the base; colour as the fertile head but with shorter spines. Spores light brown.

Microscopic Features: Spherical spores with finely warted surfaces, 3-5.5碌m in diameter.

Lycoperdon pratense on the www.first-nature.com web site.",lycoperdon_pratense
stump_puffball,Lycoperdaceae,"North America, Europe","1.5-4 cm diameter, 1-5 cm tall","Lycoperdon pyriforme, also known as Stump Puffball, is identified by its elongated pear shape, its smooth surface at maturity, white cords at the base, and its occurrence on woody substrates (most others in the genus grow on the ground). It grows in dense clusters and sometimes covers logs with hundreds of fruiting bodies.

Fruiting body often pear-shaped, but may also be nearly spherical. When very young covered in small white spines that typically fall off before maturity. Colour ranges from nearly white to yellowish brown with darker shades developing with age. Spore mass at first white and firm, becoming olive-brown and powdery. Spores are olive-brown.

Microscopic Features: The spores are round or subglobose, smooth, and have a diameter of 3.5-4.5碌m.

Lycoperdon pyriforme on the First Nature Web site.

Lycoperdon pyriforme on the MushroomExpert.Com Web site.",lycoperdon_pyriforme
parasol_mushroom,Agaricaceae,"Europe, North America",Cap 10-25 cm diameter; stem 15-30 cm tall * 1-1.5 cm diameter,"Macrolepiota procera, also known as the Parasol Mushroom, is a spectacularly large, distinctive, pale brownish agaric with a scaly cap, white gills, and a pale brownish stem with a snakeskin pattern and ring. It grows solitary, scattered or clustered on soil in open grassy places and in mixed woods.

Cap pallid brown decorated with darker brown broad scales. It starts off egg-shaped and then bell-shaped until the cap margin detaches from the stripe. The base colour becomes lighter with age. Dark scales appear on top when the brown surface cracks up from the smooth, central bump. The cap flesh is white and does not change significantly when cut. Gills white or pale cream, broad, crowded, free and terminating some distance from the stipe. Stem is distinctive grey-brown with banded markings on a whitish background, long and thin with an onion-shaped base. Above the double-edged ring that often falls off, it is evenly brown and below this, it is irregularly striped in a zigzag pattern. Spore print white or very pale cream.

Microscopic Features: The spores are ellipsoidal in shape, smooth, and have a thick wall. They measure approximately 12-18 x 8-12碌m and possess a small germ pore.

Similar species include Chlorophyllum molybdites (False parasol) which has a stouter stalk and a green spore print.

Note: Multiple ""parasol mushrooms"" in North America may be identified as the Eurasian species Macrolepiota procera. Many, if not all, of these species are undescribed and unnamed.

Macrolepiota procera on the First Nature Web site.

Macrolepiota procera on the MushroomExpert.Com Web site.

Macrolepiota procera on the www.mushroomknowhow.com Web site.",macrolepiota_procera
stinking_parachute,Marasmiaceae,Europe,"Cap 0.3-1.5 cm diameter, stem 1.5-4 cm tall * 0.05-0.1 cm thick","Marasmiellus perforans is a very small, delicate, whitish agaric with a tough stem that is very thin and long relative to the mushroom's size. The mushroom grows on spruce needles and has a smell that is strongly unpleasant, resembling rotten cabbage or garlic. The odour is most noticeable when crushed.

Cap initially vaulted as a young specimen, later spreading, slightly wrinkled at the edges. The upper surface of the cap is dull, changing colour with moisture: light brown when damp, becoming pale when dry. Gills spaced apart, slightly decurrent, light brown. Stem thin, long relative to the mushroom's size, equal diameter, black-brown at the base, slightly lighter towards the top, matte. Spore print white.

Microscopic Features: The spores are 5鈥? x 3鈥?.5 渭m in size, drop-shaped and smooth, colourless, and inamyloid.
",marasmiellus_perforans
